"http"
"1" "/ix-ker/elado+lakas/tegla-epitesu-lakas/budapest+9+kerulet+nadasdy+utca/30748342"
"2" "/vii-ker/elado+lakas/tegla-epitesu-lakas/budapest+7+kerulet+izabella+utca/30748321"
"3" "/vii-ker/elado+lakas/tegla-epitesu-lakas/budapest+7+kerulet+hollo+utca/30748303"
"4" "/xii-ker/elado+lakas/tegla-epitesu-lakas/budapest+12+kerulet/30748285"
"5" "/xiii-ker/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+rozsnyai+utca+20/30748270"
"6" "/vii-ker/elado+lakas/tegla-epitesu-lakas/budapest+7+kerulet+hollo+utca/30748267"
"7" "/ii-ker/elado+lakas/tegla-epitesu-lakas/budapest+2+kerulet/30748255"
"8" "/xiii-ker/elado+lakas/panel-lakas/budapest+13+kerulet/30748249"
"9" "/xiii-ker/elado+lakas/panel-lakas/budapest+13+kerulet/30748243"
"10" "/xi-ker/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet/30748225"
"11" "/xvi-ker/elado+lakas/csuszozsalus-lakas/budapest+16+kerulet/30748219"
"12" "/ii-ker/elado+lakas/tegla-epitesu-lakas/budapest+2+kerulet/30748216"
"13" "/xiii-ker/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet/30748171"
"14" "/vii-ker/elado+lakas/tegla-epitesu-lakas/budapest+7+kerulet+thokoly+ut/30748165"
"15" "/x-ker/elado+lakas/panel-lakas/budapest+10+kerulet/30748153"
"16" "/vi-ker/elado+lakas/tegla-epitesu-lakas/budapest+6+kerulet+eotvos+utca/30748114"
"17" "/iii-ker/elado+lakas/tegla-epitesu-lakas/budapest+3+kerulet/30748099"
"18" "/xiii-ker/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet/30748060"
"19" "/xix-ker/elado+lakas/tegla-epitesu-lakas/budapest+19+kerulet/30748057"
"20" "/ii-ker/elado+lakas/csuszozsalus-lakas/budapest+2+kerulet+zoldlomb+utca/30747961"
