"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "legkondicionalo" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "rezsikoltseg" "panelprogram"
"1" "48.9" "50" "2" " 11. kerület, Alíz utca " "nincs megadva" "2020" "összkomfortos" "nincs megadva" "7" "9" "van" "nincs megadva" "házközponti egyedi méréssel" "van" "nincs megadva" "egy helyiségben" "délkelet" "panorámás" "12 m²" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA
"2" "29.3" "62" "3" " 21. kerület, Csepel-Erdosor " "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "4 m²" "nincs megadva" "nincs megadva" "nincs megadva" NA NA
"3" "139.9" "187" "4" " 7. kerület, Erzsébet körút " "jó állapotú" "1950 elott" "duplakomfortos" "nincs megadva" "1" "4" "nincs" "3 m vagy magasabb" "gáz (cirko)" "van" "nem" "külön és egyben is" "délnyugat" "utcai" "5 m²" "nincs megadva" "nem tetotéri" "utca, közterület - ingyenes" "33 600 Ft/hó" NA
"4" "49.9" "48" "2" " 2. kerület, Széher út " "felújított" "1950-1980 között" "összkomfortos" "nincs megadva" "félemelet" "2" "nincs megadva" "nincs megadva" "gázkazán" NA "nem" "egy helyiségben" "nyugat" "kertre nézo" "8 m²" "nincs megadva" "nem tetotéri" "utca, közterület - ingyenes" "20 000 Ft/hó" NA
"5" "119" "145" "4" " 13. kerület, Radnóti Miklós utca " "jó állapotú" "1950 elott" "duplakomfortos" "nincs megadva" "1" "5" "van" "3 m vagy magasabb" "gáz (cirko)" "van" "nem" "külön és egyben is" "dél" "utcai" "3 m²" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA
"6" "17" "24" "1" " 14. kerület, Komócsy utca " "felújítandó" NA "nincs megadva" "nincs megadva" "földszint" "földszintes" "nincs megadva" "3 m vagy magasabb" "elektromos" NA "nincs megadva" "egy helyiségben" "kelet" "kertre nézo" NA "igen" "nincs megadva" "nincs megadva" "5 000 Ft/hó" NA
"7" "37.4" "48" "2" " 8. kerület, Orczy út " "felújított" NA "nincs megadva" "nincs megadva" "1" "nincs megadva" "van" "3 m vagy magasabb" "nincs megadva" "van" "nincs megadva" "egy helyiségben" "nincs megadva" "udvari" NA "nincs megadva" "nincs megadva" "utca, közterület" NA NA
"8" "55.9" "65" "2" " 18. kerület, Királyhágó utca " "nincs megadva" NA "duplakomfortos" "nincs megadva" "4" "nincs megadva" "van" "nincs megadva" "házközponti egyedi méréssel" "van" "igen" "külön és egyben is" "nincs megadva" "nincs megadva" "40 m²" "nincs megadva" "nincs megadva" "teremgarázs hely - megvásárolható" NA NA
"9" "26.9" "53" "2" " 4. kerület, Rózsa utca " "közepes állapotú" "1950-1980 között" "nincs megadva" "nincs megadva" "3" "10" "van" "3 m-nél alacsonyabb" "távfutés" "van" "nincs megadva" "külön helyiségben" "nincs megadva" "utcai" "4 m²" "nem" "nem tetotéri" "utca, közterület - ingyenes" NA "nem vett részt"
"10" "199" "114" "3" " 5. kerület, Belváros " "felújított" "1950 elott" "nincs megadva" "nincs megadva" "3" "nincs megadva" "van" "3 m vagy magasabb" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "nyugat" "utcai" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA
"11" "44" "49" "2" " 2. kerület, Rózsadomb " "jó állapotú" "1950 elott" "nincs megadva" "nincs megadva" "szuterén" "nincs megadva" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "észak" "udvari" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA
"12" "239" "122" "4" " 6. kerület, Külso-Terézváros " "felújított" "1950 elott" "nincs megadva" "nincs megadva" "1" "nincs megadva" "van" "3 m vagy magasabb" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "északnyugat" "utcai" "1 m²" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA
"13" "53.9" "54" "2" " 12. kerület, Apor Vilmos tér " "felújított" "1950 elott" "összkomfortos" "nincs megadva" "1" "3" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" NA "nem" "külön helyiségben" "nincs megadva" "utcai" "2 m²" "nem" "nem tetotéri" "utca, közterület - fizetos övezet" "25 000 Ft/hó" NA
"14" "51.9" "39" "1" " 3. kerület, Pünkösdfürdo utca 38-40 " "nincs megadva" "2017" "luxus" "nincs megadva" "földszint" "10" "van" "nincs megadva" "házközponti egyedi méréssel" "van" "igen" "külön helyiségben" "nincs megadva" "kertre nézo" NA "igen" "nincs megadva" "udvari beálló - benne van az árban" NA NA
"15" "17.7" "29" "1" " 8. kerület, Dugonics utca 1. " "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA
"16" "155" "111" "3" " 11. kerület, Szentimreváros " "felújított" "1950-1980 között" "nincs megadva" "nincs megadva" "2" "nincs megadva" "nincs" "nincs megadva" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "délkelet" "nincs megadva" "16 m²" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA
"17" "132" "212" "3" " 2. kerület, Országút " "felújított" "2001-2010 között" "nincs megadva" "nincs megadva" "földszint" "nincs megadva" "nincs" "nincs megadva" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "nyugat" "utcai" "47 m²" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA
