"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "legkondicionalo" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "panelprogram" "rezsikoltseg"
"1" "39.9" "48" "2" " 14. kerület, Törökor " "jó állapotú" "2001-2010 között" "összkomfortos" "nincs megadva" "5" "6" "van" "3 m-nél alacsonyabb" "gáz (cirko)" "van" "igen" "külön helyiségben" "délnyugat" "kertre nézo" "1 m²" "nem" "tetotéri" "utca, közterület - fizetos övezet" NA NA
"2" "36.9" "51" "2" " 14. kerület, Egressy út " "felújított" "1950-1980 között" "nincs megadva" "nincs megadva" "4" "nincs megadva" "nincs" "3 m-nél alacsonyabb" "gáz (konvektor)" NA "nincs megadva" "nincs megadva" "délnyugat" "utcai" "4 m²" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA
"3" "45.9" "52" "2" " 11. kerület, Dayka tér " "felújított" NA "összkomfortos" "nincs megadva" "2" "nincs megadva" "nincs megadva" "3 m-nél alacsonyabb" "gáz (konvektor)" NA "nincs megadva" "külön helyiségben" "délkelet" "kertre nézo" "7 m²" "nincs megadva" "nincs megadva" "udvari beálló - benne van az árban" NA NA
"4" "57.5" "77" "3" " 11. kerület, Kelenföld " "jó állapotú" "1950-1980 között" "nincs megadva" "nincs megadva" "1" "nincs megadva" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "nyugat" "utcai" "12 m²" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA
"5" "69.9" "61" "2" " 5. kerület, Lipótváros " "felújított" "1950 elott" "nincs megadva" "nincs megadva" "1" "nincs megadva" "nincs" "3 m vagy magasabb" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "délnyugat" "utcai" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA
"6" "31" "59" "2" " 11. kerület, Albert utca " "felújítandó" "1950-1980 között" "összkomfortos" "nincs megadva" "2" "4" "nincs megadva" "3 m-nél alacsonyabb" "távfutés" NA "nincs megadva" "külön helyiségben" "nincs megadva" "utcai" NA "nincs megadva" "nem tetotéri" "utca, közterület - ingyenes" "nincs megadva" NA
"7" "59.8" "85" "3" " 3. kerület, Törökko – Gyógyszergyár utcai lakótelep " "felújított" "1981-2000 között" "nincs megadva" "nincs megadva" "1" "nincs megadva" "nincs" "3 m-nél alacsonyabb" "házközponti" NA "nincs megadva" "nincs megadva" "dél" "nincs megadva" "4 m²" "nincs megadva" "nem tetotéri" "nincs megadva" "nincs megadva" NA
"8" "184.9" "120" "4" " 5. kerület, Szemere utca " "nincs megadva" NA "luxus" "nincs megadva" "4" "nincs megadva" "nincs megadva" "nincs megadva" "gáz (cirko), padlófutés" "van" "nincs megadva" "nincs megadva" "nincs megadva" "udvari" NA "nincs megadva" "nincs megadva" "nincs megadva" NA "25 000 Ft/hó"
"9" "62" "70" "3" " 7. kerület, Király utca " "jó állapotú" NA "nincs megadva" "nincs megadva" "2" "nincs megadva" "van" "nincs megadva" "gáz (cirko)" NA "nincs megadva" "egy helyiségben" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA
"10" "33.9" "50" "2" " 3. kerület, Vörösvári út " "felújított" "1950-1980 között" "összkomfortos" "nincs megadva" "nincs megadva" "10" "van" "nincs megadva" "távfutés" NA "igen" "külön helyiségben" "dél" "panorámás" NA "nincs megadva" "nincs megadva" "nincs megadva" "részt vett" NA
