"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "kertkapcsolatos" "tetoter" "parkolas" "erkely" "panelprogram" "legkondicionalo" "rezsikoltseg"
"1" "24.9" "30" "1" " 9. kerület, Középso-Ferencváros " "nincs megadva" "1950-1980 között" "összkomfortos" "nincs megadva" "3" "4" "van" "nincs megadva" "gáz (konvektor)" "nem" "egy helyiségben" "délnyugat" "utcai" "igen" "nem tetotéri" "utca, közterület" NA NA NA NA
"2" "26.9" "79" "2" " 23. kerület, Grassalkovich út " "közepes állapotú" "1950 elott" "nincs megadva" "nincs megadva" "földszint" "nincs megadva" "nincs" "nincs megadva" "gáz (cirko)" "nincs megadva" "nincs megadva" "dél" "udvari" "nincs megadva" "nem tetotéri" "nincs megadva" "14 m²" NA NA NA
"3" "27.9" "64" "2" " 15. kerület, Újpalota " "felújítandó" "1950-1980 között" "nincs megadva" "nincs megadva" "10" "nincs megadva" "van" "3 m-nél alacsonyabb" "távfutés" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nem tetotéri" "nincs megadva" "3 m²" "nincs megadva" NA NA
"4" "51.5" "70" "4" " 11. kerület, Albert utca " "felújított" "1950-1980 között" "összkomfortos" "nincs megadva" "1" "10" "van" "3 m-nél alacsonyabb" "távfutés" "nincs megadva" "külön helyiségben" "délkelet" "utcai" "nem" "nem tetotéri" "utca, közterület" "3 m²" "nincs megadva" NA NA
"5" "42.8" "68" "2.5" " 11. kerület, Gazdagréti lakótelep " "jó állapotú" "1981-2000 között" "összkomfortos" "nincs megadva" "3" "több mint 10" "van" "3 m-nél alacsonyabb" "távfutés" "nincs megadva" "külön helyiségben" "délkelet" "kertre nézo" "nem" "nem tetotéri" "utca, közterület - ingyenes" "3 m²" "nem vett részt" "van" NA
"6" "28.9" "71" "3" " 18. kerület, Havanna-lakótelep " "jó állapotú" "1981-2000 között" "összkomfortos" "nincs megadva" "4" "10" "van" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "nem" "külön helyiségben" "délkelet" "panorámás" "nem" "nem tetotéri" "utca, közterület - ingyenes" "4 m²" "nincs megadva" "van" NA
"7" "34.99" "78" "2" " 18. kerület, Lónyaytelep " "felújított" "1950 elott" "összkomfortos" "nincs megadva" "földszint" "2" "nincs" "3 m-nél alacsonyabb" "egyéb" "nem" "egy helyiségben" "nyugat" "udvari" "igen" "nem tetotéri" "utca, közterület - ingyenes" NA NA "van" NA
"8" "19.5" "35" "1" " 21. kerület, József Attila utca " "közepes állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "5" "10" "van" "3 m-nél alacsonyabb" "távfutés" "nem" "egy helyiségben" "kelet" "utcai" "nincs megadva" "nem tetotéri" "utca, közterület" NA "nincs megadva" NA NA
"9" "159.9" "73" "3" " 5. kerület, Széchenyi rakpart " "jó állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "3" "7" "van" "3 m vagy magasabb" "házközponti" "nincs megadva" "külön helyiségben" "délnyugat" "panorámás" "nincs megadva" "nincs megadva" "nincs megadva" "3 m²" NA NA "20 000 Ft/hó"
"10" "23.45" "49" "2" " 10. kerület, Agyagfejto utca " "közepes állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "földszint" "10" "van" "3 m-nél alacsonyabb" "távfutés" "nem" "külön helyiségben" "délnyugat" "utcai" "nem" "nem tetotéri" "utca, közterület - ingyenes" "3 m²" "nem vett részt" "nincs" NA
