"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "kertkapcsolatos" "tetoter" "parkolas" "erkely" "legkondicionalo" "panelprogram" "rezsikoltseg"
"1" "40.16" "47" "2" " 7. kerület, Rottenbiller utca " "jó állapotú" "1950 elott" "nincs megadva" "nincs megadva" "1" "nincs megadva" "nincs" "3 m vagy magasabb" "gáz (konvektor)" "nincs megadva" "nincs megadva" "kelet" "udvari" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
"2" "41.3" "50" "1" " 7. kerület, István utca " "jó állapotú" "1950-1980 között" "nincs megadva" "nincs megadva" "1" "nincs megadva" "nincs" "3 m vagy magasabb" "elektromos" "nincs megadva" "nincs megadva" "nyugat" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
"3" "35.1" "26" "1" " 6. kerület, Külso-Terézváros " "jó állapotú" "1950 elott" "nincs megadva" "nincs megadva" "földszint" "nincs megadva" "nincs megadva" "3 m vagy magasabb" "gáz (konvektor)" "nincs megadva" "nincs megadva" "északnyugat" "nincs megadva" "nincs megadva" "nem tetotéri" "nincs megadva" "13 m²" NA NA NA
"4" "159.9" "188" "4" " 12. kerület, Orbánhegy " "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "félemelet" "3" "nincs megadva" "3 m vagy magasabb" "nincs megadva" "nincs megadva" "egy helyiségben" "délkelet" "panorámás" "igen" "nincs megadva" "udvari beálló - benne van az árban" NA NA NA NA
"5" "74.9" "81" "3" " 13. kerület, Újlipótváros " "felújítandó" "1950-1980 között" "összkomfortos" "nincs megadva" "2" "7" "van" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "nincs megadva" "külön helyiségben" "kelet" "utcai" "nem" "nem tetotéri" "utca, közterület - fizetos övezet" NA "van" NA NA
"6" "49.9" "66" "2" " 6. kerület, Nagymezo utca " "közepes állapotú" "1950 elott" "összkomfortos" "nincs megadva" "1" "4" "van" "3 m vagy magasabb" "gáz (konvektor)" "nincs megadva" "nincs megadva" "nyugat" "utcai" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA
"7" "31.8" "45" "2" " 13. kerület, Mór utca " "jó állapotú" "1950 elott" "nincs megadva" "nincs megadva" "1" "nincs megadva" "nincs" "3 m vagy magasabb" "gáz (konvektor)" "nincs megadva" "nincs megadva" "dél" "udvari" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
"8" "27.9" "46" "1" " 4. kerület, Rózsa utca " "közepes állapotú" "1981-2000 között" "nincs megadva" "nincs megadva" "10" "nincs megadva" "van" "3 m-nél alacsonyabb" "távfutés" "nincs megadva" "nincs megadva" "nyugat" "udvari" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA "nincs megadva" NA
"9" "37.9" "54" "2" " 11. kerület, Kelenföld – Nádorliget lakópark " "felújítandó" "1950-1980 között" "nincs megadva" "nincs megadva" "2" "nincs megadva" "nincs" "3 m-nél alacsonyabb" "gáz (konvektor)" "nincs megadva" "nincs megadva" "dél" "nincs megadva" "nincs megadva" NA "nincs megadva" "5 m²" NA NA NA
"10" "89.9" "146" "4" " 13. kerület, Angyalföld – Országbíró utcai lakótelep " "felújított" "2001-2010 között" "nincs megadva" "nincs megadva" "4" "nincs megadva" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "nincs megadva" "nincs megadva" "nyugat" "nincs megadva" "nincs megadva" "nem tetotéri" "nincs megadva" "60 m²" NA NA NA
"11" "194.41" "99" "3" " 6. kerület, Belso-Terézváros " "nincs megadva" "2019" "összkomfortos" "nincs megadva" "4" "4" "van" "nincs megadva" "hoszivattyú, padlófutés" "nincs megadva" "nincs megadva" "délkelet" "panorámás" "nem" "nincs megadva" "nincs megadva" "9 m²" "van" NA NA
"12" "209.9" "97" "3" " 6. kerület, Belso-Terézváros " "nincs megadva" "2019" "összkomfortos" "nincs megadva" "4" "4" "van" "nincs megadva" "hoszivattyú, padlófutés" "nincs megadva" "nincs megadva" "délkelet" "panorámás" "nem" "nincs megadva" "nincs megadva" "8.7 m²" "van" NA NA
"13" "32.9" "48" "2" " 9. kerület, Drégely utca " "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "2" "3" "nincs" "3 m vagy magasabb" "gáz (konvektor)" "nincs megadva" "külön helyiségben" "nyugat" "utcai" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA
