"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "epites_eve" "rezsikoltseg" "legkondicionalo" "panelprogram"
"1" "34.3" "45" "1" " 14. kerület, Törökor " "felújított" "nincs megadva" "nincs megadva" "2" "4" "nincs" "nincs megadva" "gáz (cirko)" "nincs megadva" "egy helyiségben" "délnyugat" "kertre nézo" "2 m²" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA
"2" "36.5" "42" "1" " 11. kerület, Kelenföld " "felújított" "összkomfortos" "nincs megadva" "1" "4" "nincs" "3 m-nél alacsonyabb" "elektromos" "nincs megadva" "külön helyiségben" "nyugat" "utcai" NA "nem" "nem tetotéri" "utca, közterület - ingyenes" "1950-1980 között" NA NA NA
"3" "46.9" "49" "1" " 6. kerület, Zichy Jeno utca " "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" NA "25 000 Ft/hó" NA NA
"4" "59" "70" "2" " 8. kerület, Népszínház utca " "felújított" "luxus" "nincs megadva" "4" "5" "van" "3 m vagy magasabb" "gáz (cirko)" "igen" "külön és egyben is" "dél" "panorámás" "2 m²" "nem" "nem tetotéri" "utca, közterület" "1950 elott" "30 000 Ft/hó" "van" NA
"5" "99.9" "85" "3" " 11. kerület, Kemenes utca " "felújított" "duplakomfortos" "nincs megadva" "3" "3" "van" "3 m-nél alacsonyabb" "gáz (cirko)" "nem" "egy helyiségben" "nyugat" "nincs megadva" "3.4 m²" "nem" "zárószint" "udvari beálló - benne van az árban" "1950 elott" "26 000 Ft/hó" "van" NA
"6" "86.9" "82" "2" " 6. kerület, Paulay Ede utca " "jó állapotú" "nincs megadva" "nincs megadva" "3" "nincs megadva" "van" "3 m vagy magasabb" "gáz (konvektor)" "nincs megadva" "nincs megadva" "délkelet" "utcai" NA "nincs megadva" "nem tetotéri" "nincs megadva" "1950 elott" NA NA NA
"7" "47.9" "60" "3" " 7. kerület, Király utca " "felújított" "duplakomfortos" "nincs megadva" "földszint" "4" "van" "3 m vagy magasabb" "gáz (cirko)" "nincs megadva" "nincs megadva" "nyugat" "udvari" "10 m²" "nincs megadva" "nincs megadva" "nincs megadva" "1950 elott" "11 000 Ft/hó" NA NA
"8" "35.8" "52" "2" " 14. kerület, Alsórákos – Egressy téri lakótelep " "közepes állapotú" "összkomfortos" "nincs megadva" "félemelet" "10" "nincs megadva" "nincs megadva" "házközponti" "nem" "egy helyiségben" "dél" "kertre nézo" "5 m²" "nem" NA "utca, közterület - ingyenes" "1950-1980 között" NA NA NA
"9" "30.9" "55" "2" " 16. kerület, Kerepesi út " "jó állapotú" "összkomfortos" "nincs megadva" "földszint" "4" "nincs" "nincs megadva" "gáz (cirko)" "nincs megadva" "külön helyiségben" "nincs megadva" "nincs megadva" NA "nem" "nem tetotéri" "utca, közterület - ingyenes" NA NA "nincs" NA
"10" "44.89" "140" "4.5" " 20. kerület, Wesselényi utca " "felújított" "duplakomfortos" "nincs megadva" "nincs megadva" "2" "nincs megadva" "3 m-nél alacsonyabb" "gáz (cirko)" "igen" "egy helyiségben" "délnyugat" "kertre nézo" "11 m²" "igen" "nincs megadva" "udvari beálló - benne van az árban" "1981-2000 között" "30 000 Ft/hó" "van" NA
"11" "52.9" "60" "1" " 7. kerület, Csengery utca 6. " "felújított" "összkomfortos" "nincs megadva" "2" "5" "van" "3 m vagy magasabb" "gáz (konvektor), elektromos" "nem" "külön helyiségben" "északkelet" "utcai" NA "nem" "nem tetotéri" "utca, közterület - fizetos övezet" "1950 elott" "30 000 Ft/hó" "nincs" NA
"12" "61.99" "56" "3" " 13. kerület, Béke tér " "újszeru" "nincs megadva" "nincs megadva" "földszint" "nincs megadva" "van" "nincs megadva" "házközponti egyedi méréssel" "nincs megadva" "külön helyiségben" "nyugat" "kertre nézo" "16.5 m²" "igen" "nincs megadva" "nincs megadva" "2018" NA NA NA
"13" "68.99" "73" "3" " 13. kerület, Béke tér " "újszeru" "duplakomfortos" "nincs megadva" "4" "nincs megadva" "van" "nincs megadva" "házközponti egyedi méréssel" "nincs megadva" "külön és egyben is" "nyugat" "kertre nézo" "68.5 m²" "nincs megadva" "nincs megadva" "nincs megadva" "2018" NA NA NA
"14" "63.99" "72" "4" " 13. kerület, Béke tér " "újszeru" "duplakomfortos" "nincs megadva" "5" "nincs megadva" "van" "nincs megadva" "házközponti egyedi méréssel" "nincs megadva" "külön és egyben is" "délkelet" "nincs megadva" "27.5 m²" "nincs megadva" "nincs megadva" "nincs megadva" "2018" NA NA NA
