"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "legkondicionalo" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "rezsikoltseg" "panelprogram"
"1" "32.9" "55" "2" " 14. kerület, Erzsébet királyné útja " "újszeru" "2001-2010 között" "összkomfortos" "nincs megadva" "4" "4" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" "van" "nem" "egy helyiségben" "kelet" "utcai" "2.25 m²" "nem" "tetotéri" "udvari beálló - benne van az árban" NA NA
"2" "54.9" "63" "3" " 14. kerület, Alsórákos " "felújított" "2001-2010 között" "összkomfortos" "nincs megadva" "3" "4" "nincs" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "van" "nincs megadva" "külön helyiségben" "nyugat" "panorámás" "5 m²" "nincs megadva" "nem tetotéri" "udvari beálló - benne van az árban" NA NA
"3" "70" "89" "3" " 13. kerület, Kárpát utca 56. " "felújítandó" NA "összkomfortos" "nincs megadva" "7" "10" "van" "3 m-nél alacsonyabb" "nincs megadva" "nincs" "nincs megadva" "külön helyiségben" "nyugat" "panorámás" NA "nincs megadva" "nem tetotéri" "nincs megadva" "30 000 Ft/hó" "nem vett részt"
"4" "26.9" "32" "1" " 10. kerület, Népliget " "felújított" "2001-2010 között" "nincs megadva" "nincs megadva" "4" "nincs megadva" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" NA "nincs megadva" "nincs megadva" "északnyugat" "nincs megadva" "6 m²" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA
"5" "23.9" "38" "1" " 10. kerület, Kobánya – Újhegyi lakótelep " "jó állapotú" "1950-1980 között" "nincs megadva" "nincs megadva" "2" "nincs megadva" "van" "3 m-nél alacsonyabb" "távfutés" NA "nincs megadva" "nincs megadva" "délnyugat" "utcai" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA "nincs megadva"
"6" "24.9" "49" "1" " 10. kerület, Kobánya – Óhegy " "felújítandó" NA "összkomfortos" "nincs megadva" "földszint" "földszintes" "nincs" "3 m-nél alacsonyabb" "gáz (konvektor), cserépkályha" "nincs" "igen" "egy helyiségben" "délnyugat" "kertre nézo" NA "igen" "nem tetotéri" "udvari beálló - benne van az árban" NA NA
"7" "22.5" "36" "1" " 20. kerület, Helsinki út 9. " "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" NA "nincs megadva" "10 000 Ft/hó" NA
"8" "32" "48" "2" " 11. kerület, Kelenföldi lakótelep " "felújítandó" "1950-1980 között" "összkomfortos" "nincs megadva" "földszint" "10" "van" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" NA "nincs megadva" "külön helyiségben" "nyugat" "udvari" "2 m²" "nincs megadva" "nincs megadva" "nincs megadva" NA "részt vett"
"9" "29.5" "22" "1" " 6. kerület, Hajós utca " "felújított" NA "összkomfortos" "nincs megadva" "3" "3" "nincs" "3 m vagy magasabb" "elektromos" "nincs" "nem" "egy helyiségben" "nincs megadva" "udvari" NA "nem" "legfelso emelet, nem tetotéri" "utca, közterület - fizetos övezet" NA NA
"10" "38" "47" "2" " 14. kerület, Dózsa György út 15. " "jó állapotú" NA "nincs megadva" "nincs megadva" "4" "nincs megadva" "van" "3 m-nél alacsonyabb" "nincs megadva" "van" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "10 m²" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA
"11" "114" "88" "2" " 6. kerület, Zichy Jeno utca 22. " "felújított" NA "luxus" "nincs megadva" "2" "2" "nincs megadva" "3 m vagy magasabb" "gáz (cirko)" "van" "nincs megadva" "külön helyiségben" "dél" "utcai" NA "nincs megadva" "legfelso emelet, nem tetotéri" "nincs megadva" NA NA
"12" "52.5" "51" "2" " 9. kerület, Középso-Ferencváros – Rehabilitációs terület " "jó állapotú" "2001-2010 között" "összkomfortos" "nincs megadva" "3" "4" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" NA "nincs megadva" "külön helyiségben" "délkelet" "udvari" "3 m²" "igen" "nem tetotéri" "nincs megadva" "19 000 Ft/hó" NA
"13" "23" "35" "1" " 4. kerület, Újpesti lakótelep " "jó állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "7" "10" "van" "nincs megadva" "távfutés egyedi méréssel" NA "nincs megadva" "nincs megadva" "dél" "utcai" NA "nem" "nem tetotéri" "nincs megadva" NA "nincs megadva"
"14" "59.9" "59" "2" " 13. kerület, Váci út " "felújított" "1950 elott" "nincs megadva" "nincs megadva" "2" "nincs megadva" "van" "3 m vagy magasabb" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "dél" "udvari" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA
"15" "172" "148" "4" " 5. kerület, Petofi Sándor utca " "felújított" "1950 elott" "nincs megadva" "nincs megadva" "3" "nincs megadva" "van" "3 m vagy magasabb" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "délnyugat" "utcai" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA
"16" "148.5" "101" "2" " 5. kerület, Váci utca " "felújított" "1950 elott" "nincs megadva" "nincs megadva" "4" "nincs megadva" "van" "nincs megadva" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "nyugat" "utcai" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA
"17" "64.9" "70" "2" " 13. kerület, Kádár utca " "felújított" "1950 elott" "nincs megadva" "nincs megadva" "1" "nincs megadva" "nincs" "nincs megadva" "gáz (konvektor)" NA "nincs megadva" "nincs megadva" "északkelet" "utcai" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA
"18" "29.8" "44" "2" " 15. kerület, Rákospalota " "jó állapotú" "2001-2010 között" "összkomfortos" "nincs megadva" "3" "4" "van" "3 m-nél alacsonyabb" "gáz (cirko)" NA "nincs megadva" "egy helyiségben" "északkelet" "utcai" NA "nem" "nem tetotéri" "nincs megadva" NA NA
"19" "42.9" "54" "2" " 10. kerület, Kobánya-Városközpont " "jó állapotú" "1981-2000 között" "nincs megadva" "nincs megadva" "5" "nincs megadva" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" NA "nincs megadva" "nincs megadva" "nyugat" "utcai" "40 m²" "nincs megadva" "tetotéri" "nincs megadva" NA NA
"20" "53.9" "116" "3" " 16. kerület, Lengo utca " "közepes állapotú" "1950 elott" "nincs megadva" "nincs megadva" "földszint" "nincs megadva" "nincs" "3 m vagy magasabb" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "dél" "nincs megadva" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA
