"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "kertkapcsolatos" "tetoter" "parkolas" "erkely" "panelprogram" "legkondicionalo" "parkolohely_ara" "rezsikoltseg"
"1" "85.99" "95" "2" " 2. kerület, Török utca " "felújított" "1950 elott" "nincs megadva" "nincs megadva" "2" "nincs megadva" "nincs" "nincs megadva" "gáz (cirko)" "nincs megadva" "nincs megadva" "kelet" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA NA
"2" "24.9" "51" "2" " 18. kerület, Szent Lorinc-lakótelep " "jó állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "4" "nincs megadva" "nincs" "nincs megadva" "gáz (konvektor)" "nincs megadva" "külön helyiségben" "dél" "utcai" "nincs megadva" NA "utca, közterület - ingyenes" "4 m²" NA NA NA NA
"3" "31.5" "57" "1" " 8. kerület, Népszínház utca " "felújítandó" NA "összkomfortos" "nincs megadva" "2" "4" "van" "nincs megadva" "gáz (konvektor)" "nincs megadva" "külön helyiségben" "nincs megadva" "utcai" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA NA
"4" "37.9" "60" "3" " 11. kerület, Kruspér utca " "újszeru" NA "nincs megadva" "nincs megadva" "szuterén" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA NA
"5" "21.5" "45" "3" " 8. kerület, Kálvária utca 21. " "felújítandó" "1950 elott" "nincs megadva" "nincs megadva" "félemelet" "3" "nincs megadva" "3 m-nél alacsonyabb" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA NA
"6" "59.5" "73" "2" " 22. kerület, Rákóczi út " "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "6 m²" NA NA NA NA
"7" "144.9" "150" "3" " 2. kerület, Szemlohegy utca " "jó állapotú" "1950-1980 között" "duplakomfortos" "nincs megadva" "2" "3" "nincs" "3 m vagy magasabb" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "panorámás" "nincs megadva" "nem tetotéri" "utca, közterület - fizetos övezet" "9.6 m²" NA NA NA NA
"8" "23.8" "47" "1" " 15. kerület, Zsókavár utca " "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" NA NA NA
"9" "29.9" "45" "1" " 10. kerület, Somfa köz " "jó állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "félemelet" "4" "nincs" "3 m-nél alacsonyabb" "gázkazán" "nincs megadva" "egy helyiségben" "délnyugat" "utcai" "nem" "nem tetotéri" "udvari beálló - bérelheto" NA NA "van" "1 000 Ft/hó" NA
"10" "64" "65" "2" " 6. kerület, Délibáb utca " "nincs megadva" "1950 elott" "komfortos" "nincs megadva" "2" "4" "nincs" "3 m vagy magasabb" "gáz (konvektor)" "nem" "külön helyiségben" "nincs megadva" "udvari" "nem" "nem tetotéri" "utca, közterület - fizetos övezet" NA NA "nincs" NA NA
"11" "49.5" "71" "2" " 14. kerület, Jávor utca " "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "félemelet" "3" "nincs" "3 m vagy magasabb" "gáz (cirko)" "nem" "egy helyiségben" "délnyugat" "utcai" "nincs megadva" "nem tetotéri" "utca, közterület" NA NA "nincs" NA NA
"12" "89.9" "149" "3" " 13. kerület, Angyalföld " "nincs megadva" "2001-2010 között" "duplakomfortos" "nincs megadva" "4" "6" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "nincs megadva" "nincs megadva" "nincs megadva" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" "60 m²" NA NA NA NA
"13" "26.2" "53" "2" " 21. kerület, Mázoló utca " "jó állapotú" "1950-1980 között" "komfortos" "nincs megadva" "1" "4" "nincs megadva" "3 m-nél alacsonyabb" "gáz (konvektor)" "nincs megadva" "külön helyiségben" "nincs megadva" "utcai" "nincs megadva" NA "utca, közterület - ingyenes" "3 m²" NA NA NA NA
"14" "36" "38" "2" " 6. kerület, Vörösmarty utca " "felújított" NA "összkomfortos" "nincs megadva" "földszint" "4" "nincs megadva" "3 m vagy magasabb" "elektromos" "igen" "külön helyiségben" "nincs megadva" "udvari" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA NA
