"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "kertkapcsolatos" "tetoter" "parkolas" "epites_eve" "erkely" "panelprogram" "legkondicionalo" "rezsikoltseg"
"1" "26.9" "23" "1" " 7. kerület, Damjanich utca " "felújított" "összkomfortos" "nincs megadva" "2" "6" "nincs megadva" "nincs megadva" "elektromos" "nincs megadva" "egy helyiségben" "nincs megadva" "udvari" "nincs megadva" "nincs megadva" "utca, közterület" NA NA NA NA NA
"2" "39" "90" "4" " 15. kerület, Pestújhely " "közepes állapotú" "nincs megadva" "nincs megadva" "földszint" "nincs megadva" "nincs" "3 m vagy magasabb" "egyéb" "nincs megadva" "nincs megadva" "nyugat" "nincs megadva" "nincs megadva" "nem tetotéri" "nincs megadva" "1950-1980 között" NA NA NA NA
"3" "31.9" "71" "3" " 4. kerület, Újpesti lakótelep " "jó állapotú" "összkomfortos" "nincs megadva" "3" "10" "van" "3 m-nél alacsonyabb" "távfutés" "nincs megadva" "külön és egyben is" "délnyugat" "panorámás" "nem" "nem tetotéri" "nincs megadva" "1981-2000 között" "4 m²" "nincs megadva" NA NA
"4" "57.5" "77" "3" " 11. kerület, Nagyszolos utca " "jó állapotú" "összkomfortos" "nincs megadva" "1" "3" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" "nincs megadva" "külön helyiségben" "nyugat" "utcai" "nincs megadva" "nincs megadva" "utca, közterület" "1950-1980 között" "12 m²" NA NA NA
"5" "59.99" "73" "4" " 16. kerület, Corvin utca " "újszeru" "duplakomfortos" "nincs megadva" "földszint" "földszintes" "nincs megadva" "3 m-nél alacsonyabb" "gáz (cirko)" "nincs megadva" "nincs megadva" "dél" "kertre nézo" "igen" "nem tetotéri" "udvari beálló - benne van az árban" "1950-1980 között" "40 m²" NA NA NA
"6" "43.5" "84" "3" " 7. kerület, Alsó erdosor " "felújítandó" "összkomfortos" "nincs megadva" "1" "3" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" "1950 elott" NA NA NA NA
"7" "112" "65" "2" " 12. kerület, Orbánhegy " "nincs megadva" "összkomfortos" "nincs megadva" "1" "nincs megadva" "nincs megadva" "nincs megadva" "mennyezeti hutés-futés" "nincs megadva" "nincs megadva" "nincs megadva" "panorámás" "nem" "nem tetotéri" "nincs megadva" "2019" "15 m²" NA NA NA
"8" "29.9" "52" "2" " 8. kerület, Szigony utca " "jó állapotú" "összkomfortos" "nincs megadva" "10" "10" "van" "3 m-nél alacsonyabb" "távfutés" "nem" "külön helyiségben" "kelet" "panorámás" "nem" NA "utca, közterület - fizetos övezet" "1981-2000 között" "4 m²" NA "nincs" "8 500 Ft/hó"
"9" "63.9" "63" "2" " 5. kerület, Stollár Béla utca " "közepes állapotú" "nincs megadva" "nincs megadva" "1" "4" "van" "3 m vagy magasabb" "gáz (konvektor)" "nincs megadva" "nincs megadva" "dél" "utcai" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA NA
"10" "82.5" "72" "3" " 3. kerület, Testvérhegy " "nincs megadva" "nincs megadva" "nincs megadva" "földszint" "2" "nincs megadva" "3 m-nél alacsonyabb" "hoszivattyú" "nincs megadva" "külön helyiségben" "dél" "kertre nézo" "nincs megadva" "nincs megadva" "nincs megadva" "2018" "12 m²" NA NA NA
"11" "29.5" "57" "2" " 3. kerület, Jós utca 6. " "jó állapotú" "összkomfortos" "nincs megadva" "10" "10" "van" "nincs megadva" "távfutés egyedi méréssel" "nincs megadva" "külön helyiségben" "délkelet" "nincs megadva" "nincs megadva" "nem tetotéri" "utca, közterület - ingyenes" "1950-1980 között" "1 m²" "nincs megadva" "van" NA
"12" "34.99" "27" "1" " 7. kerület, Szövetség utca " "újszeru" "összkomfortos" "nincs megadva" "nincs megadva" "nincs megadva" "nincs" "3 m vagy magasabb" "nincs megadva" "nincs megadva" "egy helyiségben" "dél" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "1950 elott" NA NA "van" "11 000 Ft/hó"
"13" "25.5" "46" "2" " 14. kerület, Ond vezér park " "közepes állapotú" "összkomfortos" "nincs megadva" "9" "10" "van" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "nem" "egy helyiségben" "kelet" "panorámás" "nem" "nem tetotéri" "utca, közterület - ingyenes" "1950-1980 között" NA "részt vett" "nincs" "9 000 Ft/hó"
"14" "64.9" "82" "3" " 6. kerület, Izabella utca " "újszeru" "nincs megadva" "nincs megadva" "4" "4" "van" "3 m-nél alacsonyabb" "gáz (cirko)" "nincs megadva" "nincs megadva" "dél" "utcai" "nincs megadva" "nincs megadva" "nincs megadva" "1950 elott" NA NA NA NA
"15" "21.9" "29" "1" " 3. kerület, Pacsirtamezo utca " "jó állapotú" "nincs megadva" "nincs megadva" "földszint" "4" "nincs megadva" "nincs megadva" "gáz (konvektor)" "nincs megadva" "nincs megadva" "nincs megadva" "udvari" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA NA
"16" "260" "160" "4" " 2. kerület, Szemlohegy " "újszeru" "duplakomfortos" "nincs megadva" "nincs megadva" "nincs megadva" "van" "nincs megadva" "fan-coil" "nincs megadva" "nincs megadva" "nincs megadva" "panorámás" "nincs megadva" "nincs megadva" "önálló garázs" "2001-2010 között" "60 m²" NA "van" NA
"17" "30.5" "57" "2" " 8. kerület, Józsefváros – Orczynegyed " "jó állapotú" "összkomfortos" "nincs megadva" "földszint" "4" "nincs" "3 m vagy magasabb" "gáz (cirko)" "nincs megadva" "egy helyiségben" "nincs megadva" "utcai" "nincs megadva" "nincs megadva" "utca, közterület" "1950 elott" NA NA "nincs" NA
"18" "302.79" "80" "3" " 5. kerület, Szent István tér " "felújított" "duplakomfortos" "nincs megadva" "4" "5" "van" "3 m vagy magasabb" "gáz (cirko)" "nem" "egy helyiségben" "kelet" "panorámás" "nem" "nem tetotéri" "utca, közterület - fizetos övezet" "1950 elott" NA NA "van" NA
"19" "49.9" "81" "3" " 13. kerület, Népfürdo utca " "jó állapotú" "összkomfortos" "nincs megadva" "6" "10" "van" "3 m-nél alacsonyabb" "távfutés" "igen" "külön helyiségben" "nincs megadva" "utcai" "nincs megadva" "nincs megadva" "utca, közterület - fizetos övezet" "1950-1980 között" "4 m²" "nincs megadva" "van" "40 000 Ft/hó"
"20" "41" "74" "2" " 13. kerület, Keszkeno utca " "felújított" "nincs megadva" "nincs megadva" "2" "nincs megadva" "nincs" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "nincs megadva" "nincs megadva" "északkelet" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" "1981-2000 között" NA "nincs megadva" NA NA
